"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","mouse.line","genus","protein.name","submitted.name","pathway","protein.function","keywords"
"UniRef90_E4HI84",7.58380049516531,-3.5653436665359,1.41716808008437,-2.51582272889159,0.0118754896965093,0.0965861547947013,"Nude","g__Staphylococcus","Lactamase_B domain-containing protein",NA,NA,NA,""
"UniRef90_E4HI91",4.18714426802327,-2.5059248988148,1.31999979493141,-1.89842824857789,0.0576396913392711,0.0965861547947013,"Nude","g__Staphylococcus","UvrD-like helicase ATP-binding domain-containing protein",NA,NA,NA,"ATP-binding;Helicase;Hydrolase;Nucleotide-binding"
"UniRef90_F3NZH7",6.59054402045768,-3.32972164734294,1.41035037282135,-2.36091804668507,0.0182297587142095,0.0965861547947013,"Nude","g__Staphylococcus","Cytochrome aa3 subunit 3",NA,NA,NA,"Membrane;Transmembrane;Transmembrane helix"
"UniRef90_H9A129",5.74904835573555,-3.09438979845159,1.54831678167798,-1.99855083602341,0.0456569743584675,0.0965861547947013,"Nude","g__Staphylococcus","Cell division protein ZapA",NA,NA,NA,"Coiled coil;Reference proteome"
"UniRef90_P0C1L0",4.86100567242842,-2.78867058473513,1.37640776237486,-2.02604973683347,0.0427596880826882,0.0965861547947013,"Nude","g__Staphylococcus","Transposase for insertion sequence-like element IS431mec",NA,NA,"Involved in the transposition of the insertion sequence","DNA recombination;DNA-binding;Transposable element;Transposition"
"UniRef90_UPI000282D12E",4.72072061722775,-2.73762479045565,1.48546561138613,-1.84294053626802,0.0653376929493568,0.0965861547947013,"Nude","g__Staphylococcus",NA,NA,NA,NA,""
"UniRef90_UPI0003C41CE5",5.57766039931758,-3.04092667553643,1.5413905617197,-1.97284630583421,0.0485130756356493,0.0965861547947013,"Nude","g__Staphylococcus",NA,NA,NA,NA,""
"UniRef90_W1W8M5",4.72072061722775,-2.73762479045565,1.48546561138613,-1.84294053626802,0.0653376929493568,0.0965861547947013,"Nude","g__Staphylococcus","Cold shock protein CspA",NA,NA,NA,"Cytoplasm;Reference proteome"
"UniRef90_W4TKF3",4.55330102339265,-2.66686637522185,1.34030450344571,-1.98974663471305,0.0466188527012257,0.0965861547947013,"Nude","g__Staphylococcus","Glucokinase",NA,NA,NA,"Kinase;Reference proteome;Transferase"
"UniRef90_W4TVS1",3.88737634415324,-2.38484795745278,1.23285229851242,-1.93441498250064,0.0530621258044803,0.0965861547947013,"Nude","g__Staphylococcus","DUF308 domain-containing protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U358",4.31573890195722,-2.56842550964106,1.2963355907793,-1.98129676289844,0.0475580032008255,0.0965861547947013,"Nude","g__Staphylococcus","Peptidyl-prolyl cis-trans isomerase",NA,NA,"PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides","Isomerase;Reference proteome;Rotamase"
"UniRef90_W4U3G9",6.77737609424335,-3.37840313179738,1.5672505445161,-2.15562415570287,0.0311130247906208,0.0965861547947013,"Nude","g__Staphylococcus","Cell division protein FtsL",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_A0A085B160",5.45866457092843,3.51118965261497,1.59014320373539,2.20809650625609,0.0272375465099093,0.0980592838689666,"Nude","g__Cutibacterium","Helix-turn-helix domain-containing protein",NA,NA,NA,""
"UniRef90_A0A085B161",6.26754381226434,-3.27788714058073,1.35050585454571,-2.42715507640902,0.0152177495351803,0.0980592838689666,"Nude","g__Cutibacterium","MOSC domain-containing protein",NA,NA,NA,""
"UniRef90_A0A085B4L9",6.64158553572524,3.78632254474046,1.64703030781126,2.29887848862483,0.0215118402382396,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Zn-dependent hydrolase",NA,NA,"Hydrolase"
"UniRef90_A0A085B4X3",15.9503738716034,-4.77895404602403,1.48450107829656,-3.21923245182672,0.00128534244081994,0.0980592838689666,"Nude","g__Cutibacterium","Pyridoxamine 5'-phosphate oxidase",NA,NA,NA,""
"UniRef90_A0A0G9GH67",5.07693077127998,3.41802647309758,1.56851019549465,2.1791547692297,0.0293201727270306,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A1F0IH85",6.61665416224619,3.77468102892918,1.64773024225034,2.29083677178494,0.0219728560072292,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A1F0IHP1",5.13681001400123,3.42546652692525,1.57357995544268,2.17686207496306,0.0294908598285316,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A1N4VB68",5.62295436672102,-3.09070189656064,1.33522829203382,-2.31473667461979,0.0206273473876498,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A1N4VJT0",6.57691402648329,3.81027790150998,1.55729543618705,2.44672771329712,0.0144159700712508,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A1N4XE64",14.4934277736298,4.9030164050908,1.75036342914794,2.80114193626495,0.00509221165287013,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A1N4Y9X7",12.0773783384286,-4.33985036474604,1.49632581374963,-2.90033783075014,0.00372760667336076,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A1N5BI10",4.90308024189717,3.37012836156745,1.55878694207719,2.16201988263805,0.0306166436744633,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A2B7I417",6.8533649211777,-3.4251685615097,1.40621431347941,-2.43573723341983,0.0148614758977516,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Amidase",NA,NA,""
"UniRef90_A0A2B7I5F4",10.8676234190495,-4.17479688636973,1.4641926764638,-2.85126196400078,0.00435460770270746,0.0980592838689666,"Nude","g__Cutibacterium","Cytochrome c oxidase assembly factor 5",NA,NA,NA,""
"UniRef90_A0A2B7I5I5",5.77233288881121,3.59465405076192,1.6043422032742,2.24057812817354,0.0250534147776707,0.0980592838689666,"Nude","g__Cutibacterium",NA,"DUF3017 domain-containing protein",NA,NA,""
"UniRef90_A0A2B7I5X1",5.94618341819402,3.6353446107336,1.61297892277664,2.2538078826694,0.0242082567032352,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A2B7I643",5.01754381226434,-2.8953170446215,1.29398209263457,-2.23752481668937,0.0252520592133838,0.0980592838689666,"Nude","g__Cutibacterium","PMT_2 domain-containing protein",NA,"Glycolipid biosynthesis; glycosylphosphatidylinositol-anchor biosynthesis",NA,"Endoplasmic reticulum;Glycosyltransferase;Membrane;Transferase;Transmembrane;Transmembrane helix"
"UniRef90_A0A2B7I7L8",5.50677105106247,3.52181915578021,1.59293537191022,2.21089895916926,0.0270428347802574,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A2B7I8Y6",6.49582198765242,-3.33925721961779,1.35294248077631,-2.46814426116751,0.0135815572280678,0.0980592838689666,"Nude","g__Cutibacterium",NA,"FadR family transcriptional regulator",NA,NA,"DNA-binding;Transcription;Transcription regulation"
"UniRef90_A0A2B7I9M0",12.2005607333005,4.66403460999332,1.71095365592182,2.72598535550658,0.00641098427144168,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A2B7I9Z5",7.45344452796289,-3.56803286749708,1.38642530897556,-2.57354856723838,0.0100661517882459,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A2B7ICI2",16.4070061793707,5.07561125974479,1.78571642511091,2.84233890015855,0.00447838581089288,0.0980592838689666,"Nude","g__Cutibacterium","Transposase",NA,NA,NA,""
"UniRef90_A0A2B7ICQ7",10.9338550824196,-4.18317574398326,1.48907947693048,-2.80923604736415,0.0049659221630568,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A2B7IDF7",5.78926563687625,-3.14147223273636,1.33840846014702,-2.3471700353652,0.0189166198912306,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Ornithine aminomutase",NA,NA,""
"UniRef90_A0A2B7IE15",7.91106706827335,-3.66603421500654,1.39718883054098,-2.6238645305997,0.00869383566388396,0.0980592838689666,"Nude","g__Cutibacterium",NA,"LacI family DNA-binding transcriptional regulator",NA,NA,"DNA-binding"
"UniRef90_A0A2B7IG44",25.0229836813963,5.67023724503295,1.8753334231379,3.02358885895886,0.00249795658575739,0.0980592838689666,"Nude","g__Cutibacterium",NA,"DNA polymerase III subunit epsilon",NA,NA,""
"UniRef90_A0A2B7IGX0",6.16426563687625,-3.24850689760512,1.3550906950488,-2.39726160726691,0.0165181256543463,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A2B7IGX9",4.9762325421091,-2.87979952885614,1.29539872549816,-2.22309893639017,0.026209129362918,0.0980592838689666,"Nude","g__Cutibacterium",NA,"L-ribulose-5-phosphate 3-epimerase",NA,NA,""
"UniRef90_A0A2B7ITA5",20.8168135393118,5.41023053882968,1.83576442908393,2.9471267953097,0.00320741656795187,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A2B7IU29",5.87188817718672,-3.1669358543127,1.33464677265547,-2.37286443064754,0.0176507411223539,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A2B7IYY4",30.6048746707091,5.95536084813385,1.91187689311635,3.11492903626584,0.00183989168294807,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Alcohol dehydrogenase",NA,NA,""
"UniRef90_A0A2B7J033",6.41319944734195,-3.31683268364909,1.35530764559905,-2.44729135441647,0.014393443431005,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A2B7J1I3",6.44704739075709,-3.3368505787067,1.31634689044481,-2.53493254926074,0.0112468979485846,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A2B7JML4",7.20557690703149,-3.51034993089173,1.39514900271526,-2.51611112795826,0.011865776270603,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A2B7JN79",5.33377547563439,-2.99433752905724,1.36725815388082,-2.19003084425434,0.0285219999562729,0.0980592838689666,"Nude","g__Cutibacterium","DUF3267 domain-containing protein",NA,NA,NA,""
"UniRef90_A0A2B7JNE0",6.06171260665433,3.65445431384709,1.62057788899715,2.25503157772228,0.0241313467703562,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A2B7JP34",12.8348149007838,4.72933690877411,1.73876574054419,2.71993909156155,0.0065293942045214,0.0980592838689666,"Nude","g__Cutibacterium","Transposase",NA,NA,NA,""
"UniRef90_A0A2B7JRC0",5.09288670605276,3.41520865640017,1.57086660966992,2.17409208100603,0.0296982205722769,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Transporter",NA,NA,"Membrane;Transmembrane;Transmembrane helix"
"UniRef90_A0A2B7JT03",10.7611466750585,-4.1601053419058,1.4516270944877,-2.86582232978639,0.00415927606219496,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A2B7JWL0",6.80352413474807,-3.42234035430019,1.33912344788352,-2.55565710518265,0.0105987504048193,0.0980592838689666,"Nude","g__Cutibacterium","Secreted protein",NA,NA,NA,""
"UniRef90_A0A2C6LJ38",5.64155350336627,3.55674460699838,1.59942812187797,2.2237602042549,0.0261645822123512,0.0980592838689666,"Nude","g__Cutibacterium","Transposase",NA,NA,NA,""
"UniRef90_A0A2C6LJZ4",5.47267799667528,-3.01904206198488,1.31529813622656,-2.29532908078632,0.0217142722439633,0.0980592838689666,"Nude","g__Cutibacterium","Transposase",NA,NA,NA,""
"UniRef90_A0A2C6LLW8",5.62082198765242,-3.09419859568061,1.31413428673357,-2.35455282379975,0.018545007675499,0.0980592838689666,"Nude","g__Cutibacterium",NA,"SreG protein-coupled chemoreceptor family protein",NA,NA,"Receptor"
"UniRef90_A0A2M9XIX7",6.64158553572524,3.78632254474046,1.64703030781126,2.29887848862483,0.0215118402382396,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A2M9XJ56",10.4679046142299,-4.10496468600227,1.52418215368951,-2.6932244784953,0.00707646064221798,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Uncharacterized protein",NA,NA,""
"UniRef90_A0A371N3I0",7.07524595935999,-3.48571208077969,1.35389599934345,-2.57457890596474,0.0100362191422572,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371N419",5.99582198765242,-3.2042717208331,1.33080186156956,-2.40777520182753,0.0160500604075554,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371N4M2",52.2492799951242,6.7303528418104,1.92449241520917,3.49720933614534,0.000470152744432895,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371N4W5",11.9161284959201,4.62677151297836,1.71616211061729,2.6959991042537,0.00701778554152604,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371N5I6",8.0905706467661,-3.70867335665589,1.37048762754657,-2.70609765612778,0.00680790226790952,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371N5K1",5.94618341819402,3.6353446107336,1.61297892277664,2.2538078826694,0.0242082567032352,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Prephenate dehydratase",NA,NA,""
"UniRef90_A0A371N689",8.67106080800797,-3.82157136523059,1.3806992174734,-2.76785219899222,0.00564270393108507,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371N692",5.58267799921291,3.53843528706617,1.59730814125781,2.21524901530884,0.0267429772347198,0.0980592838689666,"Nude","g__Cutibacterium","Enolase_N domain-containing protein",NA,NA,NA,""
"UniRef90_A0A371N6N2",5.74688817718672,-3.1301434883732,1.3291204982688,-2.355048690055,0.0185202787993612,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371N801",5.82444243580411,3.60083783574265,1.60845341773976,2.23869575334214,0.0251757190400484,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371N8H4",7.23622628184372,-3.52869475684668,1.34180016769817,-2.62982137116592,0.00854297435360647,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371N9U7",6.30992127195387,-3.28828444486308,1.35958789303395,-2.41858908990812,0.0155808296653017,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371NAL4",6.32205802495516,3.76107743780521,1.54050674439155,2.44145470410823,0.0146282232864602,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371NB90",6.73888709799328,3.80097069496178,1.65316278576409,2.29921138298851,0.021492938950159,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371NBD8",5.08057690703149,-2.91578569870627,1.30229090223576,-2.23896649642601,0.0251580961857749,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A371NBG7",19.5979371053967,5.3601980568335,1.71111791694874,3.13257082036274,0.00173282617501123,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3A8VK71",4.99902055625532,-2.88271785442176,1.32174138261043,-2.18099992354663,0.029183422137106,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3A8VU78",6.95557690703149,-3.45176601065017,1.38525167521548,-2.49179703039394,0.0127098645108977,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3A8VUU9",5.1022987316434,-2.92102912027752,1.31371001187653,-2.22349612461661,0.0261823644179144,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3A8W1J6",8.82951071749719,-3.84274411929788,1.43688842917204,-2.67435107784403,0.00748740224618442,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3A8W722",8.76692459757388,-3.82230952397661,1.50029022660304,-2.54771340651276,0.0108431509818151,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3A8W8N7",5.82444243580411,3.60083783574265,1.60845341773976,2.23869575334214,0.0251757190400484,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3A8WAB9",6.98928659449086,3.85594212677593,1.66309092761704,2.31853957155602,0.0204200149282467,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3A8WE11",7.28967476664406,3.95613853343715,1.58088487806042,2.50248363327437,0.0123325327467906,0.0980592838689666,"Nude","g__Cutibacterium","TPP_enzyme_N domain-containing protein",NA,NA,NA,""
"UniRef90_A0A3D8Z307",7.10466496286895,3.87345262660106,1.66974965823234,2.31978045780925,0.0203527567604677,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3D8Z434",17.95381013486,3.29834619255042,1.52890850386484,2.15732084962097,0.0309806735714511,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3D8Z535",5.2757756384906,3.46403447123828,1.58065618342705,2.1915167305567,0.0284144203805619,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3D8Z6A9",4.95182949547061,3.3746750234165,1.56336047101765,2.15860326903352,0.0308809589309188,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3D8Z7X3",9.39403333538891,4.30141667167739,1.65243709089987,2.60307438955814,0.00923919041266826,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3D8Z8C2",7.42639175567947,-3.56803697976132,1.35582747783524,-2.63163052681169,0.00849762184612346,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3D8ZNF1",13.8736763344061,4.84051947836996,1.7466609425918,2.77129885963289,0.00558331554101616,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3D8ZNF8",4.90999777361493,3.36464232548629,1.56065507735502,2.15591668800299,0.03109017114403,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_A0A3E2DDC5",9.72785759978218,4.34770821137009,1.65948988275245,2.61990642820848,0.00879538967067983,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D1YAU3",6.69949887448019,3.79010898411008,1.65211476276793,2.29409546450646,0.0217850158324609,0.0980592838689666,"Nude","g__Cutibacterium","Transcriptional regulator",NA,NA,NA,""
"UniRef90_D1YBD6",6.19022030067978,3.68460834893668,1.62661313721224,2.26520262540823,0.0235002481139486,0.0980592838689666,"Nude","g__Cutibacterium","LysR family transcriptional regulator",NA,NA,NA,""
"UniRef90_D1YBG4",6.64158553572524,3.78632254474046,1.64703030781126,2.29887848862483,0.0215118402382396,0.0980592838689666,"Nude","g__Cutibacterium","SAM-dependent methyltransferase",NA,NA,NA,""
"UniRef90_D1YCI3",14.4600068417933,4.8981697481803,1.75349324532937,2.79337816739651,0.00521606733856914,0.0980592838689666,"Nude","g__Cutibacterium","Secreted protein",NA,NA,NA,""
"UniRef90_D1YD72",23.7404910399809,-5.37266842142389,1.62747244614757,-3.30123464402833,0.000962603420290579,0.0980592838689666,"Nude","g__Cutibacterium","Peroxiredoxin",NA,NA,NA,""
"UniRef90_D1YFG6",23.3769832894558,5.57470530135221,1.85960749053675,2.99778600039041,0.00271948558501362,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Uncharacterized protein",NA,NA,""
"UniRef90_D4H9A2",6.51647762273004,-3.34480673426587,1.35246010517039,-2.47312783680556,0.0133936223334001,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4H9K3",5.07693077127998,3.41802647309758,1.56851019549465,2.1791547692297,0.0293201727270306,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HAK2",6.24155722951522,-3.27879821829899,1.31716915536258,-2.48927649493617,0.0128003373769097,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HAX9",6.64158553572524,3.78632254474046,1.64703030781126,2.29887848862483,0.0215118402382396,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HCE8",7.49582198765242,-3.57671593477894,1.39326530932362,-2.56714633662651,0.0102539328938606,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HCF9",4.93598746148817,-2.86155317995351,1.31041755193058,-2.18369570503516,0.0289846155925631,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HCJ2",18.4861513942832,-4.99125927233074,1.37266416585129,-3.63618385072016,0.000276706876203862,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HCQ0",5.17710067361029,3.48980860716396,1.48983106214464,2.34241901369697,0.0191591915480156,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HDA9",38.8704329996789,6.29241324537421,1.96334298589195,3.20494854469635,0.00135086627639735,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HDF2",13.4481135802914,-4.50785367218079,1.50107860042533,-3.00307636848829,0.0026726535517818,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HEP5",4.93385508241957,-2.86680659877464,1.28666770750419,-2.22808622774524,0.0258747655031553,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HEP8",5.22162063020154,3.49942503851776,1.49278245694831,2.34422974508398,0.0190664227076717,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HF27",5.979431110712,-3.19299569196207,1.39047915729788,-2.29632761857936,0.0216571560935444,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HFF1",6.05672270335097,-3.22404392995008,1.32235033316162,-2.43811632144538,0.0147640223078703,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_D4HFI9",11.8003255661452,-4.30530409353852,1.46447113183194,-2.93983541222346,0.00328386631710706,0.0980592838689666,"Nude","g__Cutibacterium",NA,NA,NA,NA,""
"UniRef90_E4HGJ7",5.2251663525748,-2.96793806154191,1.29766698043354,-2.28713383810563,0.0221880123365612,0.0980592838689666,"Nude","g__Cutibacterium","HTH araC/xylS-type domain-containing protein",NA,NA,NA,""
"UniRef90_E6D3J4",13.9175703571101,4.8445624211361,1.74632539640189,2.77414646269119,0.00553467543990727,0.0980592838689666,"Nude","g__Cutibacterium",NA,"Uncharacterized protein",NA,NA,""
"UniRef90_E6D529",6.28606706827335,-3.28624160185974,1.33360772030749,-2.4641740984388,0.0137329388274745,0.0980592838689666,"Nude","g__Cutibacterium","DUF2292 domain-containing protein",NA,NA,NA,""
"UniRef90_E6D598",4.95557690703149,-2.87197309646101,1.29619929491934,-2.21568790209821,0.026712884013739,0.0980592838689666,"Nude","g__Cutibacterium","PTS EIIC type-3 domain-containing protein",NA,NA,NA,"Cell membrane;Membrane;Sugar transport;Transmembrane;Transmembrane helix;Transport"
"UniRef90_E6D6H5",20.2795277216285,-5.14378267276673,1.53854852750653,-3.34326969920348,0.000827973874950315,0.0980592838689666,"Nude","g__Cutibacterium","Transposase",NA,NA,NA,""
